,MATICUSDT,STXUSDT,Spread,ZScore
85,1.2035,0.29817,-0.033905500000000144,-1.283001096182848
86,1.2147,0.301,-0.03445000000000009,-1.2145037823102518
87,1.2055,0.30155,-0.04593249999999993,-2.004517317529394
88,1.1961,0.30332,-0.06267800000000001,-2.686037167436609
89,1.1971,0.30218,-0.05694700000000008,-1.9441015377656303
90,1.1951,0.3,-0.049900000000000055,-1.3472796619715848
91,1.1856,0.2957,-0.04155500000000023,-0.7676959383224625
92,1.1864,0.2961,-0.04241500000000009,-0.7657595648611947
93,1.1971,0.29879,-0.04287850000000004,-0.7470266072533647
94,1.1979,0.29812,-0.039298000000000055,-0.5708613375907072
95,1.1963,0.29702,-0.03633300000000017,-0.33895061727262954
96,1.1944,0.29807,-0.0425905000000002,-0.6563250682830128
97,1.199,0.29675,-0.032512500000000166,0.0018490107631996325
98,1.2069,0.29578,-0.02058699999999991,0.7751628844337811
99,1.2006,0.29537,-0.025185500000000305,0.48038640437983754
100,1.2023,0.29398,-0.017717000000000205,0.9796060037617064
101,1.2194,0.29671,-0.01194649999999986,1.3513162907204446
102,1.219,0.29655,-0.01168250000000004,1.4359633542012908
103,1.2256,0.29703,-0.007074500000000095,1.6678121077006847
104,1.2321,0.29753,-0.0026495000000001934,1.8307735655237154
105,1.2312,0.299,-0.009649999999999936,1.3046204973337099
106,1.2226,0.29902,-0.018333000000000155,0.739095579231552
107,1.2155,0.2975,-0.01912500000000006,0.644265684498932
108,1.206,0.29725,-0.027587500000000098,0.10990854214293025
109,1.191,0.29458,-0.031507000000000174,-0.23150792018899724
110,1.2046,0.29984,-0.039736000000000216,-0.8963172238625885
111,1.2159,0.30009,-0.029473500000000152,-0.25208411984757234
112,1.222,0.29887,-0.01831050000000034,0.5341593629933394
113,1.2202,0.30015,-0.025422500000000126,-0.0960868049881833
114,1.2243,0.29934,-0.017961000000000116,0.4526687429141348
115,1.2236,0.30292,-0.03351800000000016,-0.9775425738664133
116,1.2218,0.30138,-0.028926999999999925,-0.6099128088023842
117,1.2192,0.29859,-0.019948500000000147,0.1490160249288048
118,1.2171,0.29616,-0.011963999999999864,0.8950891518240789
119,1.2314,0.30019,-0.014388500000000137,0.6006070682878423
120,1.2375,0.30259,-0.018248500000000112,0.1610942264703048
121,1.2344,0.30021,-0.011471500000000079,0.832608439712313
122,1.2428,0.30005,-0.002407500000000118,1.629939967743693
123,1.2368,0.29996,-0.008034000000000319,1.0442804374167203
124,1.2316,0.30087,-0.01701050000000026,0.23052668486801053
125,1.2279,0.29901,-0.012991500000000045,0.7267582755407135
126,1.2326,0.29997,-0.012275500000000328,0.8274650285362751
127,1.2589,0.30479,-0.005978500000000331,1.3720204283975337
128,1.2248,0.30123,-0.025304500000000063,-0.5761474084406696
129,1.2493,0.30443,-0.014084499999999833,0.505277375782058
130,1.2552,0.30779,-0.022128499999999995,-0.3834144980954636
131,1.2577,0.30983,-0.028094500000000133,-1.217139704951118
132,1.2567,0.3116,-0.03644000000000003,-2.036006011108089
133,1.2709,0.31147,-0.021700500000000345,-0.3596409756335536
134,1.2764,0.313,-0.02255000000000007,-0.4749286882551657
135,1.2713,0.31393,-0.03150949999999986,-1.346878053690747
136,1.2668,0.3132,-0.03298000000000001,-1.5146985681709875
137,1.2893,0.3182,-0.03123000000000009,-1.294472325916807
138,1.2841,0.32258,-0.05460700000000007,-2.78198700534367
139,1.2795,0.31661,-0.03443149999999995,-1.0223034213197362
140,1.278,0.325,-0.07075000000000009,-2.8577550704813
141,1.2896,0.326,-0.06330000000000013,-2.016613823602009
142,1.2817,0.319,-0.04215000000000013,-0.7750687957304065
143,1.2752,0.31705,-0.040557500000000246,-0.6144989918297133
144,1.2832,0.31523,-0.025004500000000318,0.3434013233085226
145,1.2996,0.31669,-0.014663500000000163,0.9522459307066056
146,1.3045,0.31994,-0.023251000000000133,0.4798140534762963
147,1.3155,0.31797,-0.004075500000000121,1.5749322764978648
148,1.3132,0.31641,9.849999999977932e-05,1.7539296768062358
149,1.2863,0.30904,0.0037840000000000096,1.7346979612643212
150,1.3141,0.30495,0.04855750000000003,2.952922826944639
151,1.3284,0.3089,0.04646499999999998,2.3221226469567258
152,1.3024,0.30688,0.028847999999999985,1.5366509750633355
153,1.3233,0.30724,0.0482539999999998,1.8434178963700418
154,1.3029,0.30596,0.03316599999999981,1.2781871390918274
155,1.3083,0.3086,0.027609999999999912,1.0318663043063285
156,1.3055,0.31091,0.015223499999999834,0.6398149358840192
157,1.3064,0.31421,0.0024284999999999446,0.2566542865542178
158,1.3013,0.312,0.006499999999999728,0.3204711361029888
159,1.287,0.31044,-0.0013260000000001604,0.041646845721203626
160,1.2609,0.30178,0.00851299999999977,0.26876184362606587
161,1.2555,0.2948,0.032079999999999886,0.8966749362037597
162,1.2548,0.29576,0.027395999999999754,0.6910368618626429
163,1.2607,0.29972,0.016861999999999933,0.22465127104406252
164,1.2835,0.30035,0.0370474999999999,0.9854651046588746
165,1.3114,0.3,0.06639999999999979,2.036962612160998
166,1.3178,0.30261,0.06196850000000009,1.657816296104231
167,1.329,0.29956,0.08582599999999996,2.3239739794447725
168,1.3191,0.29925,0.07721249999999968,1.7476974646680024
169,1.3354,0.29879,0.09542149999999983,2.0853078421424347
170,1.3389,0.3027,0.08269499999999974,1.4667620807103512
171,1.3292,0.30599,0.059341499999999936,0.6347770237705507
172,1.3314,0.308,0.053199999999999914,0.4114567812296184
173,1.3171,0.3051,0.05093499999999995,0.29867060524988237
174,1.2884,0.30214,0.034518999999999744,-0.24180228570853463
175,1.2939,0.30196,0.04076599999999986,-0.040136107134668475
176,1.298,0.30061,0.05046850000000003,0.25699644286099405
177,1.2776,0.29136,0.06845599999999985,0.7965714361401857
178,1.2957,0.29111,0.0875935000000001,1.3391183037351382
179,1.2576,0.288,0.06240000000000001,0.3793924567223066
180,1.2194,0.28415,0.04017749999999998,-0.588573294983926
181,1.2296,0.2839,0.05141499999999999,-0.2267136518947618
182,1.2399,0.27847,0.08424949999999987,1.179316464137362
183,1.2612,0.28339,0.08513150000000014,1.1201538492813186
184,1.2588,0.285,0.07604999999999995,0.6287637248463951
185,1.2526,0.28023,0.08964549999999982,1.246094189148899
186,1.2294,0.28037,0.06586449999999999,-0.052534194894403946
187,1.2385,0.28086,0.07293099999999986,0.3050281714884421
188,1.2686,0.2835,0.0920749999999999,1.3087013728575612
189,1.2616,0.28566,0.07611099999999982,0.4569773104971172
190,1.27,0.28516,0.08658599999999983,1.074257376527651
191,1.2812,0.28382,0.10334699999999963,1.807749685383966
192,1.2971,0.28462,0.11592699999999989,2.054129365221123
193,1.279,0.281,0.11284999999999967,1.6763080456985977
194,1.2621,0.28335,0.08619749999999993,0.4727096079027825
195,1.2887,0.28497,0.10607449999999985,1.250918259577346
196,1.2939,0.28577,0.10795449999999995,1.244444355982671
197,1.2837,0.28192,0.11373199999999994,1.390924105445282
198,1.2684,0.2792,0.10971999999999982,1.0854658297157351
199,1.2655,0.2801,0.10308499999999987,0.7237967674817349
